0	0
1E-11	0
0.000000005	0
5.01E-09	0
0.00000001	0
1.001E-08	1
0.000000015	1
1.501E-08	1
0.00000002	1
2.001E-08	1
0.000000025	1
2.501E-08	0
0.00000003	0
3.001E-08	0
0.000000035	0
3.501E-08	0
0.00000004	0
4.001E-08	1
0.000000045	1
4.501E-08	1
0.00000005	1
5.001E-08	0
0.000000055	0
5.501E-08	0
0.00000006	0
6.001E-08	1
0.000000065	1
6.501E-08	1
0.00000007	1
7.001E-08	0
0.000000075	0
7.501E-08	1
0.00000008	1
8.001E-08	1
0.000000085	1
8.501E-08	1
0.00000009	1
9.001E-08	0
0.000000095	0
9.501E-08	0
0.0000001	0
1.0001E-07	1
0.000000105	1
1.0501E-07	0
0.00000011	0
1.1001E-07	1
0.000000115	1
1.1501E-07	1
0.00000012	1
1.2001E-07	1
0.000000125	1
1.2501E-07	1
0.00000013	1
1.3001E-07	0
0.000000135	0
1.3501E-07	1
0.00000014	1
1.4001E-07	0
0.000000145	0
1.4501E-07	0
0.00000015	0
1.5001E-07	0
0.000000155	0
1.5501E-07	0
0.00000016	0
1.6001E-07	1
0.000000165	1
1.6501E-07	1
0.00000017	1
1.7001E-07	0
0.000000175	0
1.7501E-07	1
0.00000018	1
1.8001E-07	0
0.000000185	0
1.8501E-07	0
0.00000019	0
1.9001E-07	1
0.000000195	1
1.9501E-07	0
0.0000002	0
2.0001E-07	0
0.000000205	0
2.0501E-07	0
0.00000021	0
2.1001E-07	1
0.000000215	1
2.1501E-07	1
0.00000022	1
2.2001E-07	0
0.000000225	0
2.2501E-07	0
0.00000023	0
2.3001E-07	1
0.000000235	1
2.3501E-07	1
0.00000024	1
2.4001E-07	1
0.000000245	1
2.4501E-07	0
0.00000025	0
2.5001E-07	1
0.000000255	1
2.5501E-07	0
0.00000026	0
2.6001E-07	0
0.000000265	0
2.6501E-07	0
0.00000027	0
2.7001E-07	0
0.000000275	0
2.7501E-07	1
0.00000028	1
2.8001E-07	1
0.000000285	1
2.8501E-07	0
0.00000029	0
2.9001E-07	1
0.000000295	1
2.9501E-07	0
0.0000003	0
3.0001E-07	0
0.000000305	0
3.0501E-07	0
0.00000031	0
3.1001E-07	1
0.000000315	1
3.1501E-07	1
0.00000032	1
3.2001E-07	1
0.000000325	1
3.2501E-07	0
0.00000033	0
3.3001E-07	1
0.000000335	1
3.3501E-07	0
0.00000034	0
3.4001E-07	0
0.000000345	0
3.4501E-07	1
0.00000035	1
3.5001E-07	1
0.000000355	1
3.5501E-07	0
0.00000036	0
3.6001E-07	0
0.000000365	0
3.6501E-07	0
0.00000037	0
3.7001E-07	0
0.000000375	0
3.7501E-07	0
0.00000038	0
3.8001E-07	1
0.000000385	1
3.8501E-07	0
0.00000039	0
3.9001E-07	1
0.000000395	1
3.9501E-07	1
0.0000004	1
4.0001E-07	1
0.000000405	1
4.0501E-07	0
0.00000041	0
4.1001E-07	0
0.000000415	0
4.1501E-07	1
0.00000042	1
4.2001E-07	0
0.000000425	0
4.2501E-07	1
0.00000043	1
4.3001E-07	1
0.000000435	1
4.3501E-07	0
0.00000044	0
4.4001E-07	0
0.000000445	0
4.4501E-07	0
0.00000045	0
4.5001E-07	1
0.000000455	1
4.5501E-07	1
0.00000046	1
4.6001E-07	0
0.000000465	0
4.6501E-07	0
0.00000047	0
4.7001E-07	0
0.000000475	0
4.7501E-07	0
0.00000048	0
4.8001E-07	1
0.000000485	1
4.8501E-07	0
0.00000049	0
4.9001E-07	0
0.000000495	0
4.9501E-07	0
0.0000005	0
